cve_ent,cve_mun,productores,produccion_total,gm,imn,precio,Escenario_marginacion,Escenario_precio
20,147,9,5.3,Medio,0.848170082949121,5105.0,30687.0,842530.692
20,215,59,125.2312,Bajo,0.868346011523483,5115.0,0.0,825190.8
20,144,109,76.235,Alto,0.812484999201875,5120.0,441400.65,252279.56399999998
20,264,65,11.5268,Alto,0.775403729048848,5120.0,66740.17199999999,2376506.658
20,096,78,272.6745,Bajo,0.873118546439885,5120.0,0.0,32655.6
15,039,278,1139.5037,Muy bajo,0.922693298096586,5123.79,0.0,661991.544
15,029,53,167.0002,Muy bajo,0.922962811407928,5125.5,0.0,239564.724
15,050,208,2058.6186,Muy bajo,0.893255336394908,5140.0,0.0,346786.26
15,096,33,20.6305,Muy bajo,0.917399785766791,5146.22,0.0,405311.57999999996
20,404,83,135.4389,Bajo,0.870994301552586,5150.0,0.0,56704.365
15,065,26,63.01,Muy bajo,0.89237743874733,5153.0,0.0,601960.824
15,099,111,396.0854,Muy bajo,0.903086295912242,5158.75,0.0,372716.196
15,083,7,26.0,Muy bajo,0.891940803688793,5160.0,0.0,11001.0
20,492,117,29.858,Alto,0.773210939891729,5160.0,172877.82,484044.57899999997
15,120,49,63.3793,Muy bajo,0.916698944025731,5173.24,0.0,30687.0
15,061,10,70.03,Muy bajo,0.889967325863672,5173.45,0.0,423261.73799999995
15,068,30,125.4,Bajo,0.878216648569357,5175.0,0.0,57911.58
15,010,12,7.0,Muy bajo,0.909166241525927,5175.0,0.0,19975.5
20,304,43,9.5406,Alto,0.807850768822646,5180.0,55240.074,464730.876
20,523,64,56.5482,Medio,0.853652363475822,5180.0,327414.078,4642998.683999999
20,331,35,4.6,Alto,0.805353005912444,5180.0,26633.999999999996,13606.5
20,493,47,121.8957,Bajo,0.860437851997458,5200.0,705776.103,53988.276000000005
20,195,22,1.3545,Muy alto,0.741831531138307,5200.0,7842.555,120734.238
15,035,4,2.51,Muy bajo,0.926304212251249,5208.98,0.0,426723.0
20,451,38,5.6472,Muy alto,0.695698448350676,5210.0,32697.288,7150.650000000001
20,463,30,10.8785,Medio,0.831189154905432,5210.0,62986.51500000001,212493.00000000003
20,217,18,1.955,Muy alto,0.687136572469446,5210.0,11319.45,1196814.423
20,270,89,18.8398,Muy alto,0.734344126945622,5210.0,109082.442,1931536.473
20,511,13,1.307,Muy alto,0.755480136276449,5230.0,7567.53,25909.671
15,036,168,49.0855,Muy bajo,0.890829741806615,5235.91,0.0,186939.414
15,089,32,668.0,Muy bajo,0.902559011458094,5270.0,0.0,279533.094
15,084,109,130.3446,Muy bajo,0.890442078368436,5272.0,0.0,8685.0
15,025,102,747.5994,Muy bajo,0.905727019763511,5290.0,0.0,630734.808
15,095,9,61.0,Muy bajo,0.910659068741602,5326.98,0.0,7237.5
21,153,17,4.69,Bajo,0.869108063765289,5345.0,0.0,3937.2000000000003
15,011,7,5.8,Muy bajo,0.892338036025637,5380.0,0.0,26055.0
15,022,12,91.5025,Muy bajo,0.903830036906132,5380.0,0.0,6816744.174
15,016,90,125.133,Bajo,0.88183576184789,5386.0,0.0,11400289.98
15,093,30,59.58,Muy bajo,0.895131931556288,5390.0,0.0,427012.5
