,cve_ent,cve_mun,productores,vacas_total,vacas_prom,tipo,produccion_total
607,14,108,300,1413,4.71,pequeño,1413
608,14,109,662,10798,16.31117825,pequeño,10798
609,14,110,527,1362,2.584440228,pequeño,1362
610,14,111,152,5428,35.71052632,mediano,5428
611,14,112,312,3480,11.15384615,pequeño,3480
612,14,113,73,274,3.753424658,pequeño,274
613,14,114,52,207,3.980769231,pequeño,207
614,14,115,242,1290,5.330578512,pequeño,1290
615,14,116,39,377,9.666666667,pequeño,377
616,14,117,89,1302,14.62921348,pequeño,1302
617,14,118,234,853,3.645299145,pequeño,853
618,14,119,98,511,5.214285714,pequeño,511
619,14,120,110,688,6.254545455,pequeño,688
620,14,121,167,1471,8.808383234,pequeño,1471
621,14,122,30,140,4.666666667,pequeño,140
622,14,123,317,3661,11.5488959,pequeño,3661
623,14,124,615,10817,17.58861789,pequeño,10817
624,14,125,150,3403,22.68666667,pequeño,3403
625,15,001,414,1429,3.451690821,pequeño,1429
626,15,002,36,305,8.472222222,pequeño,305
627,15,003,1658,5976,3.604342581,pequeño,5976
628,15,004,90,157,1.744444444,pequeño,157
629,15,005,679,1817,2.675994109,pequeño,1817
630,15,006,6,20,3.333333333,pequeño,20
631,15,007,12,32,2.666666667,pequeño,32
632,15,008,386,1652,4.279792746,pequeño,1652
633,15,009,56,321,5.732142857,pequeño,321
634,15,010,26,592,22.76923077,pequeño,592
635,15,011,79,674,8.53164557,pequeño,674
636,15,012,3,18,6,pequeño,18
637,15,013,2,5,2.5,pequeño,5
638,15,014,62,240,3.870967742,pequeño,240
639,15,015,23,59,2.565217391,pequeño,59
640,15,016,15,72,4.8,pequeño,72
641,15,017,73,371,5.082191781,pequeño,371
642,15,018,22,80,3.636363636,pequeño,80
643,15,019,9,27,3,pequeño,27
644,15,020,3,24,8,pequeño,24
645,15,021,15,67,4.466666667,pequeño,67
646,15,022,6,32,5.333333333,pequeño,32
647,15,023,5,18,3.6,pequeño,18
648,15,024,69,1332,19.30434783,pequeño,1332
649,15,025,143,891,6.230769231,pequeño,891
650,15,026,85,388,4.564705882,pequeño,388
651,15,027,10,45,4.5,pequeño,45
652,15,028,15,145,9.666666667,pequeño,145
653,15,029,19,76,4,pequeño,76
654,15,031,5,68,13.6,pequeño,68
655,15,032,6,8,1.333333333,pequeño,8
656,15,033,1,2,2,pequeño,2
657,15,034,1,2,2,pequeño,2
658,15,035,33,204,6.181818182,pequeño,204
659,15,036,13,120,9.230769231,pequeño,120
660,15,037,6,40,6.666666667,pequeño,40
661,15,038,19,42,2.210526316,pequeño,42
662,15,039,45,653,14.51111111,pequeño,653
663,15,040,22,82,3.727272727,pequeño,82
664,15,041,5,10,2,pequeño,10
665,15,042,180,540,3,pequeño,540
666,15,043,9,24,2.666666667,pequeño,24
667,15,044,4,14,3.5,pequeño,14
668,15,045,948,3687,3.889240506,pequeño,3687
669,15,046,5,16,3.2,pequeño,16
670,15,047,80,366,4.575,pequeño,366
671,15,048,101,303,3,pequeño,303
672,15,049,3,7,2.333333333,pequeño,7
673,15,050,18,63,3.5,pequeño,63
674,15,051,83,341,4.108433735,pequeño,341
675,15,052,21,74,3.523809524,pequeño,74
676,15,053,50,686,13.72,pequeño,686
677,15,054,30,100,3.333333333,pequeño,100
678,15,055,4,9,2.25,pequeño,9
679,15,056,48,296,6.166666667,pequeño,296
680,15,057,5,36,7.2,pequeño,36
681,15,058,9,135,15,pequeño,135
682,15,059,46,393,8.543478261,pequeño,393
683,15,060,20,44,2.2,pequeño,44
684,15,061,1,2,2,pequeño,2
685,15,062,27,85,3.148148148,pequeño,85
686,15,063,11,28,2.545454545,pequeño,28
687,15,064,64,126,1.96875,pequeño,126
688,15,065,8,28,3.5,pequeño,28
689,15,066,27,71,2.62962963,pequeño,71
690,15,067,33,66,2,pequeño,66
691,15,068,12,45,3.75,pequeño,45
692,15,069,5,46,9.2,pequeño,46
693,15,070,3,51,17,pequeño,51
694,15,071,244,1278,5.237704918,pequeño,1278
695,15,072,28,95,3.392857143,pequeño,95
696,15,073,9,30,3.333333333,pequeño,30
697,15,074,54,106,1.962962963,pequeño,106
698,15,075,4,16,4,pequeño,16
699,15,076,10,20,2,pequeño,20
700,15,077,25,40,1.6,pequeño,40
701,15,078,7,16,2.285714286,pequeño,16
702,15,079,326,1421,4.358895706,pequeño,1421
703,15,080,107,256,2.392523364,pequeño,256
704,15,081,48,433,9.020833333,pequeño,433
705,15,082,160,684,4.275,pequeño,684
706,15,083,11,64,5.818181818,pequeño,64
707,15,084,28,88,3.142857143,pequeño,88
708,15,085,156,611,3.916666667,pequeño,611
709,15,086,152,359,2.361842105,pequeño,359
710,15,087,53,161,3.037735849,pequeño,161
711,15,088,36,117,3.25,pequeño,117
712,15,089,10,45,4.5,pequeño,45
713,15,090,28,93,3.321428571,pequeño,93
714,15,091,82,1060,12.92682927,pequeño,1060
715,15,092,20,96,4.8,pequeño,96
716,15,093,15,82,5.466666667,pequeño,82
717,15,094,1,3,3,pequeño,3
718,15,095,39,174,4.461538462,pequeño,174
719,15,096,150,4014,26.76,pequeño,4014
720,15,097,105,182,1.733333333,pequeño,182
721,15,098,2,10,5,pequeño,10
722,15,099,134,1829,13.64925373,pequeño,1829
723,15,101,55,162,2.945454545,pequeño,162
724,15,102,162,471,2.907407407,pequeño,471
725,15,103,31,180,5.806451613,pequeño,180
726,15,105,330,1811,5.487878788,pequeño,1811
727,15,106,100,253,2.53,pequeño,253
728,15,107,7,27,3.857142857,pequeño,27
729,15,108,37,328,8.864864865,pequeño,328
730,15,109,13,201,15.46153846,pequeño,201
731,15,110,50,128,2.56,pequeño,128
732,15,111,41,71,1.731707317,pequeño,71
733,15,112,63,135,2.142857143,pequeño,135
734,15,113,10,24,2.4,pequeño,24
735,15,114,218,399,1.830275229,pequeño,399
736,15,115,8,21,2.625,pequeño,21
737,15,116,34,250,7.352941176,pequeño,250
738,15,117,32,75,2.34375,pequeño,75
739,15,118,59,117,1.983050847,pequeño,117
740,15,119,5,9,1.8,pequeño,9
741,15,120,231,2492,10.78787879,pequeño,2492
742,15,121,19,129,6.789473684,pequeño,129
743,15,122,18,96,5.333333333,pequeño,96
744,15,123,119,458,3.848739496,pequeño,458
745,15,124,82,166,2.024390244,pequeño,166
746,15,125,16,122,7.625,pequeño,122
747,16,001,41,133,3.243902439,pequeño,133
748,16,002,274,2446,8.927007299,pequeño,2446
749,16,003,121,612,5.05785124,pequeño,612
750,16,004,78,190,2.435897436,pequeño,190
751,16,005,51,108,2.117647059,pequeño,108
752,16,006,184,1427,7.755434783,pequeño,1427
753,16,007,6,13,2.166666667,pequeño,13
754,16,008,267,1907,7.142322097,pequeño,1907
755,16,009,117,407,3.478632479,pequeño,407
756,16,010,694,5124,7.383285303,pequeño,5124
757,16,011,26,278,10.69230769,pequeño,278
758,16,012,256,3111,12.15234375,pequeño,3111
759,16,013,56,699,12.48214286,pequeño,699
